Id,Description,Claimant,Price,Office,Category
2561,Keytronic French Keyboard,Phillip Breyer,73.98,Ontario,Computer Peripherals
2562,Boston 16801 Nautilus™ Battery Pencil Sharpener,Lena Radford,22.01,Ontario,Pens & Art Supplies
2563,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Todd Boyes,4.91,Ontario,Binders and Binder Accessories
2564,Xerox 1916,Todd Boyes,48.94,Ontario,Paper
2565,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Michelle Ellison,4.06,Ontario,Appliances
2566,"Master Giant Foot® Doorstop, Safety Yellow",Olvera Toch,7.59,Ontario,Office Furnishings
2567,Fellowes Binding Cases,Olvera Toch,11.7,Ontario,Binders and Binder Accessories
2568,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Olvera Toch,6.98,Ontario,Paper
2569,Lexmark Z54se Color Inkjet Printer,Todd Boyes,90.97,Ontario,Office Machines
2570,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Todd Boyes,5.98,Ontario,Paper
2571,Newell 310,Sean Christensen,1.76,Ontario,Pens & Art Supplies
2572,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Michelle Ellison,114.98,Ontario,Bookcases
2573,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Michelle Ellison,299.99,Ontario,Copiers and Fax
2574,Dana Halogen Swing-Arm Architect Lamp,Michelle Ellison,40.97,Ontario,Office Furnishings
2575,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Michelle Ellison,999.99,Ontario,Office Machines
2576,Global Ergonomic Managers Chair,Michelle Ellison,180.98,Ontario,Chairs & Chairmats
2577,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Scot Coram,23.99,Ontario,Envelopes
2578,Lexmark Z54se Color Inkjet Printer,Natalie Fritzler,90.97,Ontario,Office Machines
2579,Xerox 1895,Nathan Gelder,5.98,Ontario,Paper
2580,Prang Colored Pencils,Nathan Gelder,2.94,Ontario,Pens & Art Supplies
2581,Accessory31,Sean Miller,35.99,Ontario,Telephones and Communication
2582,PC Concepts 116 Key Quantum 3000 Keyboard,Olvera Toch,32.98,Ontario,Computer Peripherals
2583,Xerox 1895,Olvera Toch,5.98,Ontario,Paper
2584,Talkabout T8367,Olvera Toch,65.99,Ontario,Telephones and Communication
2585,Array® Memo Cubes,Olvera Toch,5.18,Ontario,Paper
2586,V70,Michael Dominguez,205.99,Ontario,Telephones and Communication
2587,Project Tote Personal File,Michelle Ellison,14.03,Ontario,Storage & Organization
2588,Bell Sonecor JB700 Caller ID,Michael Dominguez,7.99,Ontario,Telephones and Communication
2589,1726 Digital Answering Machine,Thomas Boland,20.99,Ontario,Telephones and Communication
2590,Staples Bulldog Clip,Thomas Boland,3.78,Ontario,Rubber Bands
2591,"GE 4 Foot Flourescent Tube, 40 Watt",Patricia Hirasaki,14.98,Ontario,Office Furnishings
2592,Xerox 1894,Maria Zettner,6.48,Ontario,Paper
2593,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Thomas Boland,35.94,Ontario,Envelopes
2594,"Avery Flip-Chart Easel Binder, Black",Matthew Clasen,22.38,Ontario,Binders and Binder Accessories
2595,Storex Dura Pro™ Binders,Matthew Clasen,5.94,Ontario,Binders and Binder Accessories
2596,Newell 31,Nathan Gelder,4.13,Ontario,Pens & Art Supplies
2597,Epson DFX-8500 Dot Matrix Printer,Maria Zettner,2550.14,Ontario,Office Machines
2598,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Patrick O'Donnell,22.72,Ontario,Office Furnishings
2599,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Sean Miller,284.98,Ontario,Chairs & Chairmats
2600,Xerox 1919,Sean Miller,40.99,Ontario,Paper
2601,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Sean Miller,71.37,Ontario,Tables
2602,Ibico Recycled Linen-Style Covers,Patrick O'Donnell,39.06,Ontario,Binders and Binder Accessories
2603,Okidata ML390 Turbo Dot Matrix Printers,Sean Miller,442.14,Ontario,Office Machines
2604,Avoid Verbal Orders Carbonless Minifold Book,Harry Marie,3.38,Ontario,Paper
2605,Carina Double Wide Media Storage Towers in Natural & Black,Harry Marie,80.98,Ontario,Storage & Organization
2606,8290,Harry Marie,125.99,Ontario,Telephones and Communication
2607,Fiskars® Softgrip Scissors,Sean Christensen,10.98,Ontario,"Scissors, Rulers and Trimmers"
2608,Xerox 20,Patrick O'Donnell,6.48,Ontario,Paper
2609,Microsoft Multimedia Keyboard,Sean Christensen,30.97,Ontario,Computer Peripherals
2610,Timeport L7089,Sean Christensen,125.99,Ontario,Telephones and Communication
2611,Xerox 1940,Lena Radford,54.96,Ontario,Paper
2612,Hon Multipurpose Stacking Arm Chairs,Harry Marie,216.6,Ontario,Chairs & Chairmats
2613,Rogers® Profile Extra Capacity Storage Tub,Harry Marie,16.74,Ontario,Storage & Organization
2614,Holmes Odor Grabber,Michael Dominguez,14.42,Ontario,Appliances
2615,Xerox 1903,Michael Dominguez,5.98,Ontario,Paper
2616,Talkabout T8367,Michael Dominguez,65.99,Ontario,Telephones and Communication
2617,Hon Comfortask® Task/Swivel Chairs,Patrick O'Donnell,113.98,Ontario,Chairs & Chairmats
2618,Xerox 217,Phillip Breyer,6.48,Ontario,Paper
2619,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Michael Dominguez,8.46,Ontario,Computer Peripherals
2620,Global Troy™ Executive Leather Low-Back Tilter,Scot Coram,500.98,Ontario,Chairs & Chairmats
2621,KI Conference Tables,Scot Coram,70.89,Ontario,Tables
2622,"IBM 80 Minute CD-R Spindle, 50/Pack",Michelle Ellison,20.89,Ontario,Computer Peripherals
2623,Xerox 1939,Michael Dominguez,18.97,Ontario,Paper
2624,Xerox 1904,Maria Zettner,6.48,Ontario,Paper
2625,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Nathan Gelder,13.9,Ontario,"Scissors, Rulers and Trimmers"
2626,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Victoria Wilson,15.22,Ontario,Binders and Binder Accessories
2627,#10 Self-Seal White Envelopes,Victoria Wilson,11.09,Ontario,Envelopes
2628,Xerox 188,Victoria Wilson,11.34,Ontario,Paper
2629,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Victoria Wilson,180.98,Ontario,Bookcases
2630,"Master Caster Door Stop, Brown",Michelle Ellison,5.08,Ontario,Office Furnishings
2631,Eldon® Gobal File Keepers,Michelle Ellison,15.14,Ontario,Storage & Organization
2632,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Nathan Gelder,279.81,Ontario,Appliances
2633,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Nathan Gelder,180.98,Ontario,Chairs & Chairmats
2634,"GBC Laser Imprintable Binding System Covers, Desert Sand",Todd Boyes,14.27,Ontario,Binders and Binder Accessories
2635,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Shahid Collister,70.97,Ontario,Appliances
2636,StarTAC 8000,Shahid Collister,205.99,Ontario,Telephones and Communication
2637,TimeportP7382,Shahid Collister,205.99,Ontario,Telephones and Communication
2638,Xerox 1928,Shahid Collister,5.28,Ontario,Paper
2639,Acco® Hot Clips™ Clips to Go,Victoria Wilson,3.29,Ontario,Rubber Bands
2640,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Victoria Wilson,550.98,Ontario,Tables
2641,Lock-Up Easel 'Spel-Binder',Victoria Wilson,28.53,Ontario,Binders and Binder Accessories
2642,Staples 6 Outlet Surge,Thomas Boland,11.97,Ontario,Appliances
2643,T65,Thomas Boland,195.99,Ontario,Telephones and Communication
2644,Microsoft Natural Multimedia Keyboard,Michael Dominguez,50.98,Ontario,Computer Peripherals
2645,Lock-Up Easel 'Spel-Binder',Phillip Breyer,28.53,Ontario,Binders and Binder Accessories
2646,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Patrick O'Donnell,120.97,Ontario,Office Machines
2647,Bevis Round Conference Table Top & Single Column Base,Patrick O'Donnell,146.34,Ontario,Tables
2648,Avery 501,Todd Boyes,3.69,Ontario,Labels
2649,Hon Comfortask® Task/Swivel Chairs,Thomas Boland,113.98,Ontario,Chairs & Chairmats
2650,6120,Thomas Boland,65.99,Ontario,Telephones and Communication
2651,LX 788,Victoria Wilson,155.99,Ontario,Telephones and Communication
2652,Portfile® Personal File Boxes,Victoria Wilson,17.7,Ontario,Storage & Organization
2653,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Victoria Wilson,135.31,Ontario,Storage & Organization
2654,Quality Park Security Envelopes,Katrina Bavinger,26.17,Ontario,Envelopes
2655,"Global Leather and Oak Executive Chair, Black",Katrina Bavinger,300.98,Ontario,Chairs & Chairmats
2656,Newell 343,Katrina Bavinger,2.94,Ontario,Pens & Art Supplies
2657,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Victoria Wilson,9.11,Ontario,Paper
2658,Nu-Dell Executive Frame,Victoria Wilson,12.64,Ontario,Office Furnishings
2659,Vinyl Sectional Post Binders,Natalie Fritzler,37.7,Ontario,Binders and Binder Accessories
2660,Southworth 25% Cotton Premium Laser Paper and Envelopes,Natalie Fritzler,19.98,Ontario,Paper
2661,Staples Battery-Operated Desktop Pencil Sharpener,Natalie Fritzler,10.48,Ontario,Pens & Art Supplies
2662,Hon Pagoda™ Stacking Chairs,Michelle Ellison,320.98,Ontario,Chairs & Chairmats
2663,Staples Copy Paper (20Lb. and 84 Bright),Michelle Ellison,4.98,Ontario,Paper
2664,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Olvera Toch,12.97,Ontario,Binders and Binder Accessories
2665,Avery 508,Olvera Toch,4.91,Ontario,Labels
2666,Avoid Verbal Orders Carbonless Minifold Book,Sean Christensen,3.38,Ontario,Paper
2667,12 Colored Short Pencils,Olvera Toch,2.6,Ontario,Pens & Art Supplies
2668,6162m,Maria Zettner,115.99,Ontario,Telephones and Communication
2669,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Michelle Ellison,14.81,Ontario,Appliances
2670,Newell 318,Michelle Ellison,2.78,Ontario,Pens & Art Supplies
2671,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Michelle Ellison,60.65,Ontario,Office Furnishings
2672,Cardinal Holdit Business Card Pockets,Victoria Wilson,4.98,Ontario,Binders and Binder Accessories
2673,Ibico Covers for Plastic or Wire Binding Elements,Thomas Boland,11.5,Ontario,Binders and Binder Accessories
2674,Gyration Ultra Cordless Optical Suite,Thomas Boland,100.97,Ontario,Computer Peripherals
2675,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Thomas Boland,99.99,Ontario,Office Machines
2676,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Patricia Hirasaki,17.48,Ontario,Computer Peripherals
2677,GBC DocuBind 200 Manual Binding Machine,Olvera Toch,420.98,Ontario,Binders and Binder Accessories
2678,Rogers® Profile Extra Capacity Storage Tub,Olvera Toch,16.74,Ontario,Storage & Organization
2679,Hewlett Packard LaserJet 3310 Copier,Victoria Wilson,599.99,Ontario,Copiers and Fax
2680,Staples Metal Binder Clips,Victoria Wilson,2.62,Ontario,Rubber Bands
2681,Document Clip Frames,Michelle Ellison,8.34,Ontario,Office Furnishings
2682,"Memorex 4.7GB DVD+RW, 3/Pack",Sean Miller,28.48,Ontario,Computer Peripherals
2683,Canon PC1060 Personal Laser Copier,Sean Miller,699.99,Ontario,Copiers and Fax
2684,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Patrick O'Donnell,31.11,Ontario,Computer Peripherals
2685,Okidata ML390 Turbo Dot Matrix Printers,Sean Christensen,442.14,Ontario,Office Machines
2686,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Sean Christensen,60.22,Ontario,Appliances
2687,Staples Plastic Wall Frames,Victoria Wilson,7.96,Ontario,Office Furnishings
2688,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Scot Coram,37.94,Ontario,Paper
2689,Xerox 188,Olvera Toch,11.34,Ontario,Paper
2690,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Olvera Toch,68.81,Ontario,Appliances
2691,Rubber Band Ball,Michelle Ellison,3.74,Ontario,Rubber Bands
2692,Eldon Shelf Savers™ Cubes and Bins,Michael Nguyen,6.98,Ontario,Storage & Organization
2693,Adesso Programmable 142-Key Keyboard,Patrick O'Donnell,152.48,Ontario,Computer Peripherals
2694,Staples Copy Paper (20Lb. and 84 Bright),Patrick O'Donnell,4.98,Ontario,Paper
2695,Hewlett-Packard 2600DN Business Color Inkjet Printer,Scot Coram,119.99,Ontario,Office Machines
2696,Acme® Box Cutter Scissors,Scot Coram,10.23,Ontario,"Scissors, Rulers and Trimmers"
2697,"Super Bands, 12/Pack",Todd Boyes,1.86,Ontario,Rubber Bands
2698,Carina Double Wide Media Storage Towers in Natural & Black,Scot Coram,80.98,Ontario,Storage & Organization
2699,GBC Standard Plastic Binding Systems Combs,Sean Miller,8.85,Ontario,Binders and Binder Accessories
2700,Accessory21,Scot Coram,20.99,Ontario,Telephones and Communication
2701,Hoover Portapower™ Portable Vacuum,Lena Radford,4.48,Ontario,Appliances
2702,Self-Adhesive Ring Binder Labels,Shahid Collister,3.52,Ontario,Binders and Binder Accessories
2703,Super Decoflex Portable Personal File,Shahid Collister,14.98,Ontario,Storage & Organization
2704,Hon Valutask™ Swivel Chairs,Michelle Ellison,100.98,Ontario,Chairs & Chairmats
2705,Xerox 197,Maria Zettner,30.98,Ontario,Paper
2706,Avery Poly Binder Pockets,Patrick O'Donnell,3.58,Ontario,Binders and Binder Accessories
2707,Harmony HEPA Quiet Air Purifiers,Michael Dominguez,11.7,Ontario,Appliances
2708,Ibico Laser Imprintable Binding System Covers,Nathan Gelder,52.4,Ontario,Binders and Binder Accessories
2709,Xerox 1979,Nathan Gelder,30.98,Ontario,Paper
2710,Advantus Panel Wall Certificate Holder - 8.5x11,Patricia Hirasaki,12.2,Ontario,Office Furnishings
2711,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Thea Hendricks,70.97,Newfoundland,Appliances
2712,Accessory37,Corey Catlett,20.99,Newfoundland,Telephones and Communication
2713,Ibico Presentation Index for Binding Systems,Corey Catlett,3.98,Newfoundland,Binders and Binder Accessories
2714,"Bush Cubix Collection Bookcases, Fully Assembled",Corey Catlett,220.98,Newfoundland,Bookcases
2715,Rush Hierlooms Collection Rich Wood Bookcases,Ed Jacobs,160.98,Newfoundland,Bookcases
2716,Xerox 1984,Noel Staavos,6.48,Newfoundland,Paper
2717,Accessory4,Keith Herrera,85.99,Newfoundland,Telephones and Communication
2718,Multimedia Mailers,Carlos Meador,162.93,Newfoundland,Envelopes
2719,"Peel & Seel® Recycled Catalog Envelopes, Brown",Carlos Meador,11.58,Newfoundland,Envelopes
2720,"Global Leather and Oak Executive Chair, Black",Corinna Mitchell,300.98,Newfoundland,Chairs & Chairmats
2721,"Sony MFD2HD Formatted Diskettes, 10/Pack",Raymond Fair,6.48,Newfoundland,Computer Peripherals
2722,Peel-Off® China Markers,Carlos Meador,9.93,Newfoundland,Pens & Art Supplies
2723,Fellowes 17-key keypad for PS/2 interface,Karl Brown,30.73,Newfoundland,Computer Peripherals
2724,i1000plus,Natalie Webber,125.99,Newfoundland,Telephones and Communication
2725,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Eric Barreto,99.23,Newfoundland,Office Furnishings
2726,Lexmark Z55se Color Inkjet Printer,Hunter Lopez,90.97,Newfoundland,Office Machines
2727,Sauder Camden County Collection Library,Hunter Lopez,114.98,Newfoundland,Bookcases
2728,"Linden® 12"" Wall Clock With Oak Frame",Barry Franz,33.98,Newfoundland,Office Furnishings
2729,Lexmark Z54se Color Inkjet Printer,Barry Franz,90.97,Newfoundland,Office Machines
2730,Eldon Econocleat® Chair Mats for Low Pile Carpets,Craig Yedwab,41.47,Newfoundland,Office Furnishings
2731,Lock-Up Easel 'Spel-Binder',Eric Barreto,28.53,Newfoundland,Binders and Binder Accessories
2732,SC7868i,Chuck Sachs,125.99,Newfoundland,Telephones and Communication
2733,Spiral Phone Message Books with Labels by Adams,Muhammed Lee,4.48,Newfoundland,Paper
2734,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Karl Brown,55.48,Newfoundland,Paper
2735,Prang Dustless Chalk Sticks,Karl Brown,1.68,Newfoundland,Pens & Art Supplies
2736,Bush Advantage Collection® Round Conference Table,Bobby Trafton,212.6,Newfoundland,Tables
2737,Belkin MediaBoard 104- Keyboard,David Flashing,27.48,Newfoundland,Computer Peripherals
2738,i1000plus,Rick Duston,125.99,Newfoundland,Telephones and Communication
2739,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Troy Staebel,11.33,Newfoundland,Appliances
2740,Catalog Binders with Expanding Posts,Nora Paige,67.28,Newfoundland,Binders and Binder Accessories
2741,Newell 343,Amy Cox,2.94,Newfoundland,Pens & Art Supplies
2742,"Tenex Personal Project File with Scoop Front Design, Black",Harold Dahlen,13.48,Newfoundland,Storage & Organization
2743,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Bobby Trafton,4.26,Newfoundland,Pens & Art Supplies
2744,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Jay Fine,9.78,Newfoundland,Envelopes
2745,Canon MP41DH Printing Calculator,Nora Paige,150.98,Newfoundland,Office Machines
2746,Newell 310,Dan Campbell,1.76,Newfoundland,Pens & Art Supplies
2747,2300 Heavy-Duty Transfer File Systems by Perma,Dan Campbell,24.98,Newfoundland,Storage & Organization
2748,Xerox 1888,George Zrebassa,55.48,Newfoundland,Paper
2749,Boston 16801 Nautilus™ Battery Pencil Sharpener,Rick Duston,22.01,Newfoundland,Pens & Art Supplies
2750,"Crayola Anti Dust Chalk, 12/Pack",Eleni McCrary,1.82,Newfoundland,Pens & Art Supplies
2751,Acco D-Ring Binder w/DublLock®,Frank Atkinson,21.38,Newfoundland,Binders and Binder Accessories
2752,Recycled Premium Regency Composition Covers,Astrea Jones,15.28,Newfoundland,Binders and Binder Accessories
2753,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Giulietta Dortch,11.35,Newfoundland,Storage & Organization
2754,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Cathy Hwang,6.88,Newfoundland,Paper
2755,Riverleaf Stik-Withit® Designer Note Cubes®,Damala Kotsonis,10.06,Newfoundland,Paper
2756,"Bush Westfield Collection Bookcases, Fully Assembled",David Flashing,100.98,Newfoundland,Bookcases
2757,Newell 325,Dianna Arnett,4.13,Newfoundland,Pens & Art Supplies
2758,Super Decoflex Portable Personal File,Fred McMath,14.98,Newfoundland,Storage & Organization
2759,DAX Solid Wood Frames,Christy Brittain,9.77,Newfoundland,Office Furnishings
2760,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Tom Prescott,7.28,Newfoundland,Computer Peripherals
2761,GBC Binding covers,Yana Sorensen,12.95,Newfoundland,Binders and Binder Accessories
2762,i1000,Harold Dahlen,65.99,Newfoundland,Telephones and Communication
2763,Staples Gold Paper Clips,Brad Thomas,2.98,Newfoundland,Rubber Bands
2764,Logitech Access Keyboard,Cynthia Voltz,15.98,Newfoundland,Computer Peripherals
2765,"Wirebound Service Call Books, 5 1/2"" x 4""",Dean Percer,9.68,Newfoundland,Paper
2766,T193,Ben Peterman,65.99,Newfoundland,Telephones and Communication
2767,"Brites Rubber Bands, 1 1/2 oz. Box",Astrea Jones,1.98,Newfoundland,Rubber Bands
2768,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Tracy Poddar,7.4,Newfoundland,Paper
2769,Avery Legal 4-Ring Binder,Michael Paige,20.98,Newfoundland,Binders and Binder Accessories
2770,GBC VeloBinder Electric Binding Machine,Barry Franz,120.98,Newfoundland,Binders and Binder Accessories
2771,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Corey Roper,28.99,Newfoundland,Telephones and Communication
2772,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Maureen Gastineau,2.28,Newfoundland,Pens & Art Supplies
2773,GBC Wire Binding Strips,Muhammed Yedwab,31.74,Newfoundland,Binders and Binder Accessories
2774,OIC Bulk Pack Metal Binder Clips,Alex Grayson,3.49,Newfoundland,Rubber Bands
2775,Bretford CR8500 Series Meeting Room Furniture,Muhammed Yedwab,400.98,Newfoundland,Tables
2776,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Damala Kotsonis,1.95,Newfoundland,Pens & Art Supplies
2777,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Astrea Jones,8.04,Newfoundland,Binders and Binder Accessories
2778,8260,Chris Cortes,65.99,Newfoundland,Telephones and Communication
2779,Staples Colored Interoffice Envelopes,Dan Campbell,30.98,Newfoundland,Envelopes
